Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 18. September 2005;;;;;;;;;;;;;;;;;;;;;;;;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;;;;;;;;;;;;;;;;;;;;;;;;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);;;;;;;;;;;;;;;;;;;;;;;;

Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;Die Linke.;FDP;GRÜNE;NPD;GRAUE;MLPD;PBC;Einzelbewerber
P;60;Parchim;6024;Parchimer Umland;13060030;Groß Godems;1;1;312;239;76,6;2;2,1;97,9;26,1;39,7;24,4;5,1;2,6;1,7;0;0;0,4;x
A;60;Parchim;6024;Parchimer Umland;13060032;Groß Niendorf;1;1;200;157;78,5;1;2;155;49;62;30;5;5;4;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060032;Groß Niendorf;1;1;200;157;78,5;1;1,3;98,7;31,6;40;19,4;3,2;3,2;2,6;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060032;Groß Niendorf;1;1;200;157;78,5;2;2;155;39;59;38;10;5;2;1;0;1;x
P;60;Parchim;6024;Parchimer Umland;13060032;Groß Niendorf;1;1;200;157;78,5;2;1,3;98,7;25,2;38,1;24,5;6,5;3,2;1,3;0,6;0;0,6;x
A;60;Parchim;6024;Parchimer Umland;13060038;Karrenzin;2;2;531;408;76,8;1;16;392;94;176;79;23;5;15;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060038;Karrenzin;2;2;531;408;76,8;1;3,9;96,1;24;44,9;20,2;5,9;1,3;3,8;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060038;Karrenzin;2;2;531;408;76,8;2;11;397;84;159;75;38;13;16;5;1;6;x
P;60;Parchim;6024;Parchimer Umland;13060038;Karrenzin;2;2;531;408;76,8;2;2,7;97,3;21,2;40,1;18,9;9,6;3,3;4;1,3;0,3;1,5;x
A;60;Parchim;6024;Parchimer Umland;13060039;Klinken;1;1;301;213;70,8;1;7;206;58;78;45;3;2;20;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060039;Klinken;1;1;301;213;70,8;1;3,3;96,7;28,2;37,9;21,8;1,5;1;9,7;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060039;Klinken;1;1;301;213;70,8;2;7;206;51;75;45;11;7;16;1;0;0;x
P;60;Parchim;6024;Parchimer Umland;13060039;Klinken;1;1;301;213;70,8;2;3,3;96,7;24,8;36,4;21,8;5,3;3,4;7,8;0,5;0;0;x
A;60;Parchim;6024;Parchimer Umland;13060052;Matzlow-Garwitz;1;1;582;425;73;1;5;420;127;142;94;26;20;11;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060052;Matzlow-Garwitz;1;1;582;425;73;1;1,2;98,8;30,2;33,8;22,4;6,2;4,8;2,6;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060052;Matzlow-Garwitz;1;1;582;425;73;2;3;422;116;131;94;40;27;10;2;1;1;x
P;60;Parchim;6024;Parchimer Umland;13060052;Matzlow-Garwitz;1;1;582;425;73;2;0,7;99,3;27,5;31;22,3;9,5;6,4;2,4;0,5;0,2;0,2;x
A;60;Parchim;6024;Parchimer Umland;13060064;Raduhn;1;1;444;267;60,1;1;6;261;91;93;50;14;2;11;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060064;Raduhn;1;1;444;267;60,1;1;2,2;97,8;34,9;35,6;19,2;5,4;0,8;4,2;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060064;Raduhn;1;1;444;267;60,1;2;8;259;80;84;52;26;6;9;1;0;1;x
P;60;Parchim;6024;Parchimer Umland;13060064;Raduhn;1;1;444;267;60,1;2;3;97;30,9;32,4;20,1;10;2,3;3,5;0,4;0;0,4;x
A;60;Parchim;6024;Parchimer Umland;13060067;Rom;2;2;727;528;72,6;1;18;510;158;193;105;29;6;19;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060067;Rom;2;2;727;528;72,6;1;3,4;96,6;31;37,8;20,6;5,7;1,2;3,7;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060067;Rom;2;2;727;528;72,6;2;18;510;125;178;108;50;18;25;5;0;1;x
P;60;Parchim;6024;Parchimer Umland;13060067;Rom;2;2;727;528;72,6;2;3,4;96,6;24,5;34,9;21,2;9,8;3,5;4,9;1;0;0,2;x
A;60;Parchim;6024;Parchimer Umland;13060070;Severin;1;1;234;174;74,4;1;5;169;67;53;26;13;2;8;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060070;Severin;1;1;234;174;74,4;1;2,9;97,1;39,6;31,4;15,4;7,7;1,2;4,7;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060070;Severin;1;1;234;174;74,4;2;6;168;63;50;31;11;1;9;3;0;0;x
P;60;Parchim;6024;Parchimer Umland;13060070;Severin;1;1;234;174;74,4;2;3,4;96,6;37,5;29,8;18,5;6,5;0,6;5,4;1,8;0;0;x
A;60;Parchim;6024;Parchimer Umland;13060072;Spornitz;2;2;1212;845;69,7;1;26;819;256;348;131;36;10;38;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060072;Spornitz;2;2;1212;845;69,7;1;3,1;96,9;31,3;42,5;16;4,4;1,2;4,6;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060072;Spornitz;2;2;1212;845;69,7;2;26;819;230;335;135;53;19;43;3;1;0;x
P;60;Parchim;6024;Parchimer Umland;13060072;Spornitz;2;2;1212;845;69,7;2;3,1;96,9;28,1;40,9;16,5;6,5;2,3;5,3;0,4;0,1;0;x
A;60;Parchim;6024;Parchimer Umland;13060074;Stolpe;1;1;334;217;65;1;6;211;73;71;43;16;0;8;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060074;Stolpe;1;1;334;217;65;1;2,8;97,2;34,6;33,6;20,4;7,6;0;3,8;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060074;Stolpe;1;1;334;217;65;2;2;215;68;68;42;18;4;10;3;2;0;x
P;60;Parchim;6024;Parchimer Umland;13060074;Stolpe;1;1;334;217;65;2;0,9;99,1;31,6;31,6;19,5;8,4;1,9;4,7;1,4;0,9;0;x
A;60;Parchim;6024;Parchimer Umland;13060091;Ziegendorf;1;1;584;400;68,5;1;6;394;120;129;94;23;12;16;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060091;Ziegendorf;1;1;584;400;68,5;1;1,5;98,5;30,5;32,7;23,9;5,8;3;4,1;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060091;Ziegendorf;1;1;584;400;68,5;2;10;390;116;120;91;29;12;14;5;0;3;x
P;60;Parchim;6024;Parchimer Umland;13060091;Ziegendorf;1;1;584;400;68,5;2;2,5;97,5;29,7;30,8;23,3;7,4;3,1;3,6;1,3;0;0,8;x
A;60;Parchim;6024;Parchimer Umland;13060092;Zölkow;1;1;527;368;69,8;1;11;357;149;117;63;10;5;13;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060092;Zölkow;1;1;527;368;69,8;1;3;97;41,7;32,8;17,6;2,8;1,4;3,6;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060092;Zölkow;1;1;527;368;69,8;2;15;353;125;105;73;23;13;10;3;1;0;x
P;60;Parchim;6024;Parchimer Umland;13060092;Zölkow;1;1;527;368;69,8;2;4,1;95,9;35,4;29,7;20,7;6,5;3,7;2,8;0,8;0,3;0;x
A;60;Parchim;6024;Parchimer Umland;13060724;Briefwahl Parchimer Umland;1;1;0;447;0;1;5;442;125;166;89;20;26;16;x;x;x;x
P;60;Parchim;6024;Parchimer Umland;13060724;Briefwahl Parchimer Umland;1;1;0;447;0;1;1,1;98,9;28,3;37,6;20,1;4,5;5,9;3,6;x;x;x;x
A;60;Parchim;6024;Parchimer Umland;13060724;Briefwahl Parchimer Umland;1;1;0;447;0;2;5;442;114;162;87;31;33;12;2;0;1;x
P;60;Parchim;6024;Parchimer Umland;13060724;Briefwahl Parchimer Umland;1;1;0;447;0;2;1,1;98,9;25,8;36,7;19,7;7;7,5;2,7;0,5;0;0,2;x
A;60;Parchim;6025;Plau am See;13060020;Ganzlin;1;1;486;330;67,9;1;15;315;87;99;91;19;7;12;x;x;x;x
P;60;Parchim;6025;Plau am See;13060020;Ganzlin;1;1;486;330;67,9;1;4,5;95,5;27,6;31,4;28,9;6;2,2;3,8;x;x;x;x
A;60;Parchim;6025;Plau am See;13060020;Ganzlin;1;1;486;330;67,9;2;14;316;83;95;93;22;11;9;1;2;0;x
P;60;Parchim;6025;Plau am See;13060020;Ganzlin;1;1;486;330;67,9;2;4,2;95,8;26,3;30,1;29,4;7;3,5;2,8;0,3;0,6;0;x
A;60;Parchim;6025;Plau am See;13060037;Karow;1;1;780;452;57,9;1;12;440;165;96;139;10;9;21;x;x;x;x
P;60;Parchim;6025;Plau am See;13060037;Karow;1;1;780;452;57,9;1;2,7;97,3;37,5;21,8;31,6;2,3;2;4,8;x;x;x;x
A;60;Parchim;6025;Plau am See;13060037;Karow;1;1;780;452;57,9;2;12;440;139;96;158;10;9;21;2;4;1;x
P;60;Parchim;6025;Plau am See;13060037;Karow;1;1;780;452;57,9;2;2,7;97,3;31,6;21,8;35,9;2,3;2;4,8;0,5;0,9;0,2;x
A;60;Parchim;6025;Plau am See;13060061;Plau am See, Stadt;6;6;4818;3014;62,6;1;53;2961;969;982;743;141;59;67;x;x;x;x
P;60;Parchim;6025;Plau am See;13060061;Plau am See, Stadt;6;6;4818;3014;62,6;1;1,8;98,2;32,7;33,2;25,1;4,8;2;2,3;x;x;x;x
A;60;Parchim;6025;Plau am See;13060061;Plau am See, Stadt;6;6;4818;3014;62,6;2;54;2960;906;932;749;200;80;54;21;11;7;x
P;60;Parchim;6025;Plau am See;13060061;Plau am See, Stadt;6;6;4818;3014;62,6;2;1,8;98,2;30,6;31,5;25,3;6,8;2,7;1,8;0,7;0,4;0,2;x
A;60;Parchim;6025;Plau am See;13060083;Wendisch Priborn;1;1;380;242;63,7;1;7;235;99;73;48;5;3;7;x;x;x;x
P;60;Parchim;6025;Plau am See;13060083;Wendisch Priborn;1;1;380;242;63,7;1;2,9;97,1;42,1;31,1;20,4;2,1;1,3;3;x;x;x;x
A;60;Parchim;6025;Plau am See;13060083;Wendisch Priborn;1;1;380;242;63,7;2;4;238;86;75;52;11;7;7;0;0;0;x
P;60;Parchim;6025;Plau am See;13060083;Wendisch Priborn;1;1;380;242;63,7;2;1,7;98,3;36,1;31,5;21,8;4,6;2,9;2,9;0;0;0;x
A;60;Parchim;6025;Plau am See;13060094;Barkhagen;2;2;526;390;74,1;1;12;378;112;153;79;14;7;13;x;x;x;x
P;60;Parchim;6025;Plau am See;13060094;Barkhagen;2;2;526;390;74,1;1;3,1;96,9;29,6;40,5;20,9;3,7;1,9;3,4;x;x;x;x
A;60;Parchim;6025;Plau am See;13060094;Barkhagen;2;2;526;390;74,1;2;7;383;108;155;80;19;6;10;2;3;0;x
P;60;Parchim;6025;Plau am See;13060094;Barkhagen;2;2;526;390;74,1;2;1,8;98,2;28,2;40,5;20,9;5;1,6;2,6;0,5;0,8;0;x
A;60;Parchim;6025;Plau am See;13060095;Buchberg;2;2;536;365;68,1;1;7;358;89;141;76;21;12;19;x;x;x;x
P;60;Parchim;6025;Plau am See;13060095;Buchberg;2;2;536;365;68,1;1;1,9;98,1;24,9;39,4;21,2;5,9;3,4;5,3;x;x;x;x
A;60;Parchim;6025;Plau am See;13060095;Buchberg;2;2;536;365;68,1;2;6;359;77;145;77;29;15;13;1;0;2;x
P;60;Parchim;6025;Plau am See;13060095;Buchberg;2;2;536;365;68,1;2;1,6;98,4;21,4;40,4;21,4;8,1;4,2;3,6;0,3;0;0,6;x
A;60;Parchim;6025;Plau am See;13060725;Briefwahl Plau am See;1;1;0;544;0;1;3;541;178;189;125;19;21;9;x;x;x;x
P;60;Parchim;6025;Plau am See;13060725;Briefwahl Plau am See;1;1;0;544;0;1;0,6;99,4;32,9;34,9;23,1;3,5;3,9;1,7;x;x;x;x
A;60;Parchim;6025;Plau am See;13060725;Briefwahl Plau am See;1;1;0;544;0;2;4;540;172;184;120;23;28;6;5;2;0;x
P;60;Parchim;6025;Plau am See;13060725;Briefwahl Plau am See;1;1;0;544;0;2;0,7;99,3;31,9;34,1;22,2;4,3;5,2;1,1;0,9;0,4;0;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060014;Diestelow;1;1;443;311;70,2;1;7;304;109;93;63;17;4;18;x;x;x;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060014;Diestelow;1;1;443;311;70,2;1;2,3;97,7;35,9;30,6;20,7;5,6;1,3;5,9;x;x;x;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060014;Diestelow;1;1;443;311;70,2;2;5;306;105;94;63;21;7;12;2;1;1;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060014;Diestelow;1;1;443;311;70,2;2;1,6;98,4;34,3;30,7;20,6;6,9;2,3;3,9;0,7;0,3;0,3;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060015;Dobbertin;1;1;1117;549;49,1;1;13;536;200;155;126;31;10;14;x;x;x;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060015;Dobbertin;1;1;1117;549;49,1;1;2,4;97,6;37,3;28,9;23,5;5,8;1,9;2,6;x;x;x;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060015;Dobbertin;1;1;1117;549;49,1;2;15;534;171;140;146;45;14;15;0;1;2;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060015;Dobbertin;1;1;1117;549;49,1;2;2,7;97,3;32;26,2;27,3;8,4;2,6;2,8;0;0,2;0,4;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060026;Goldberg, Stadt;3;3;3118;1791;57,4;1;34;1757;599;493;493;83;31;58;x;x;x;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060026;Goldberg, Stadt;3;3;3118;1791;57,4;1;1,9;98,1;34,1;28,1;28,1;4,7;1,8;3,3;x;x;x;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060026;Goldberg, Stadt;3;3;3118;1791;57,4;2;27;1764;518;461;516;154;47;56;7;4;1;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060026;Goldberg, Stadt;3;3;3118;1791;57,4;2;1,5;98,5;29,4;26,1;29,3;8,7;2,7;3,2;0,4;0,2;0,1;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060047;Langenhagen;1;1;132;98;74,2;1;1;97;36;25;24;2;4;6;x;x;x;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060047;Langenhagen;1;1;132;98;74,2;1;1;99;37,1;25,8;24,7;2,1;4,1;6,2;x;x;x;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060047;Langenhagen;1;1;132;98;74,2;2;1;97;33;24;25;5;6;4;0;0;0;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060047;Langenhagen;1;1;132;98;74,2;2;1;99;34;24,7;25,8;5,2;6,2;4,1;0;0;0;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060053;Mestlin;1;1;801;535;66,8;1;10;525;210;131;133;14;22;15;x;x;x;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060053;Mestlin;1;1;801;535;66,8;1;1,9;98,1;40;25;25,3;2,7;4,2;2,9;x;x;x;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060053;Mestlin;1;1;801;535;66,8;2;10;525;202;118;127;35;22;15;2;2;2;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060053;Mestlin;1;1;801;535;66,8;2;1,9;98,1;38,5;22,5;24,2;6,7;4,2;2,9;0,4;0,4;0,4;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060055;Neu Poserin;1;1;517;337;65,2;1;5;332;115;90;103;12;5;7;x;x;x;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060055;Neu Poserin;1;1;517;337;65,2;1;1,5;98,5;34,6;27,1;31;3,6;1,5;2,1;x;x;x;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060055;Neu Poserin;1;1;517;337;65,2;2;8;329;98;84;106;19;13;7;2;0;0;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060055;Neu Poserin;1;1;517;337;65,2;2;2,4;97,6;29,8;25,5;32,2;5,8;4;2,1;0,6;0;0;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060078;Techentin;1;1;515;315;61,2;1;3;312;98;97;86;8;12;11;x;x;x;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060078;Techentin;1;1;515;315;61,2;1;1;99;31,4;31,1;27,6;2,6;3,8;3,5;x;x;x;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060078;Techentin;1;1;515;315;61,2;2;3;312;88;90;88;19;10;14;2;0;1;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060078;Techentin;1;1;515;315;61,2;2;1;99;28,2;28,8;28,2;6,1;3,2;4,5;0,6;0;0,3;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060084;Wendisch Waren;1;1;323;229;70,9;1;3;226;61;80;55;16;9;5;x;x;x;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060084;Wendisch Waren;1;1;323;229;70,9;1;1,3;98,7;27;35,4;24,3;7,1;4;2,2;x;x;x;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060084;Wendisch Waren;1;1;323;229;70,9;2;4;225;58;76;55;20;8;5;2;0;1;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060084;Wendisch Waren;1;1;323;229;70,9;2;1,7;98,3;25,8;33,8;24,4;8,9;3,6;2,2;0,9;0;0,4;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060726;Briefwahl Goldberg-Mildenitz;1;1;0;535;0;1;4;531;202;154;128;27;11;9;x;x;x;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060726;Briefwahl Goldberg-Mildenitz;1;1;0;535;0;1;0,7;99,3;38;29;24,1;5,1;2,1;1,7;x;x;x;x
A;60;Parchim;6026;Goldberg-Mildenitz;13060726;Briefwahl Goldberg-Mildenitz;1;1;0;535;0;2;2;533;184;152;130;45;12;8;0;0;2;x
P;60;Parchim;6026;Goldberg-Mildenitz;13060726;Briefwahl Goldberg-Mildenitz;1;1;0;535;0;2;0,4;99,6;34,5;28,5;24,4;8,4;2,3;1,5;0;0;0,4;x
A;61;Rügen;6102;Binz;13061005;Binz;5;5;4553;3126;68,7;1;58;3068;713;1331;808;85;46;80;x;x;x;5
P;61;Rügen;6102;Binz;13061005;Binz;5;5;4553;3126;68,7;1;1,9;98,1;23,2;43,4;26,3;2,8;1,5;2,6;x;x;x;0,2
A;61;Rügen;6102;Binz;13061005;Binz;5;5;4553;3126;68,7;2;64;3062;726;1063;806;275;69;83;28;7;5;x
P;61;Rügen;6102;Binz;13061005;Binz;5;5;4553;3126;68,7;2;2;98;23,7;34,7;26,3;9;2,3;2,7;0,9;0,2;0,2;x
A;61;Rügen;6103;Putbus, Stadt;13061028;Putbus, Stadt;5;5;3959;2782;70,3;1;68;2714;632;1154;689;76;84;73;x;x;x;6
P;61;Rügen;6103;Putbus, Stadt;13061028;Putbus, Stadt;5;5;3959;2782;70,3;1;2,4;97,6;23,3;42,5;25,4;2,8;3,1;2,7;x;x;x;0,2
A;61;Rügen;6103;Putbus, Stadt;13061028;Putbus, Stadt;5;5;3959;2782;70,3;2;72;2710;646;937;655;243;131;61;16;10;11;x
P;61;Rügen;6103;Putbus, Stadt;13061028;Putbus, Stadt;5;5;3959;2782;70,3;2;2,6;97,4;23,8;34,6;24,2;9;4,8;2,3;0,6;0,4;0,4;x
A;61;Rügen;6104;Sassnitz, Stadt;13061035;Sassnitz, Stadt;7;7;9268;6181;66,7;1;114;6067;1355;2357;1840;168;104;227;x;x;x;16
P;61;Rügen;6104;Sassnitz, Stadt;13061035;Sassnitz, Stadt;7;7;9268;6181;66,7;1;1,8;98,2;22,3;38,8;30,3;2,8;1,7;3,7;x;x;x;0,3
A;61;Rügen;6104;Sassnitz, Stadt;13061035;Sassnitz, Stadt;7;7;9268;6181;66,7;2;116;6065;1416;1920;1805;434;142;227;66;30;25;x
P;61;Rügen;6104;Sassnitz, Stadt;13061035;Sassnitz, Stadt;7;7;9268;6181;66,7;2;1,9;98,1;23,3;31,7;29,8;7,2;2,3;3,7;1,1;0,5;0,4;x
A;61;Rügen;6115;Mönchgut-Granitz;13061003;Baabe;1;1;801;517;64,5;1;9;508;136;223;104;22;7;15;x;x;x;1
P;61;Rügen;6115;Mönchgut-Granitz;13061003;Baabe;1;1;801;517;64,5;1;1,7;98,3;26,8;43,9;20,5;4,3;1,4;3;x;x;x;0,2
A;61;Rügen;6115;Mönchgut-Granitz;13061003;Baabe;1;1;801;517;64,5;2;9;508;136;182;98;55;16;17;1;0;3;x
P;61;Rügen;6115;Mönchgut-Granitz;13061003;Baabe;1;1;801;517;64,5;2;1,7;98,3;26,8;35,8;19,3;10,8;3,1;3,3;0,2;0;0,6;x
A;61;Rügen;6115;Mönchgut-Granitz;13061010;Gager;1;1;361;252;69,8;1;4;248;49;138;36;10;5;10;x;x;x;0
P;61;Rügen;6115;Mönchgut-Granitz;13061010;Gager;1;1;361;252;69,8;1;1,6;98,4;19,8;55,6;14,5;4;2;4;x;x;x;0
A;61;Rügen;6115;Mönchgut-Granitz;13061010;Gager;1;1;361;252;69,8;2;2;250;48;120;38;26;7;11;0;0;0;x
P;61;Rügen;6115;Mönchgut-Granitz;13061010;Gager;1;1;361;252;69,8;2;0,8;99,2;19,2;48;15,2;10,4;2,8;4,4;0;0;0;x
A;61;Rügen;6115;Mönchgut-Granitz;13061014;Göhren;1;1;1099;661;60,1;1;13;648;201;292;109;13;19;12;x;x;x;2
P;61;Rügen;6115;Mönchgut-Granitz;13061014;Göhren;1;1;1099;661;60,1;1;2;98;31;45,1;16,8;2;2,9;1,9;x;x;x;0,3
A;61;Rügen;6115;Mönchgut-Granitz;13061014;Göhren;1;1;1099;661;60,1;2;14;647;191;243;112;42;37;19;2;0;1;x
P;61;Rügen;6115;Mönchgut-Granitz;13061014;Göhren;1;1;1099;661;60,1;2;2,1;97,9;29,5;37,6;17,3;6,5;5,7;2,9;0,3;0;0,2;x
A;61;Rügen;6115;Mönchgut-Granitz;13061020;Lancken-Granitz;1;1;352;220;62,5;1;3;217;49;100;39;3;16;9;x;x;x;1
P;61;Rügen;6115;Mönchgut-Granitz;13061020;Lancken-Granitz;1;1;352;220;62,5;1;1,4;98,6;22,6;46,1;18;1,4;7,4;4,1;x;x;x;0,5
A;61;Rügen;6115;Mönchgut-Granitz;13061020;Lancken-Granitz;1;1;352;220;62,5;2;5;215;47;85;41;17;15;10;0;0;0;x
P;61;Rügen;6115;Mönchgut-Granitz;13061020;Lancken-Granitz;1;1;352;220;62,5;2;2,3;97,7;21,9;39,5;19,1;7,9;7;4,7;0;0;0;x
A;61;Rügen;6115;Mönchgut-Granitz;13061023;Middelhagen;1;1;486;341;70,2;1;1;340;92;151;69;7;6;15;x;x;x;0
P;61;Rügen;6115;Mönchgut-Granitz;13061023;Middelhagen;1;1;486;341;70,2;1;0,3;99,7;27,1;44,4;20,3;2,1;1,8;4,4;x;x;x;0
A;61;Rügen;6115;Mönchgut-Granitz;13061023;Middelhagen;1;1;486;341;70,2;2;0;341;92;151;69;7;6;15;0;0;1;x
P;61;Rügen;6115;Mönchgut-Granitz;13061023;Middelhagen;1;1;486;341;70,2;2;0;100;27;44,3;20,2;2,1;1,8;4,4;0;0;0,3;x
A;61;Rügen;6115;Mönchgut-Granitz;13061038;Sellin;2;2;2048;1116;54,5;1;14;1102;254;478;258;52;29;28;x;x;x;3
P;61;Rügen;6115;Mönchgut-Granitz;13061038;Sellin;2;2;2048;1116;54,5;1;1,3;98,7;23;43,4;23,4;4,7;2,6;2,5;x;x;x;0,3
A;61;Rügen;6115;Mönchgut-Granitz;13061038;Sellin;2;2;2048;1116;54,5;2;20;1096;247;391;273;120;26;28;7;0;4;x
P;61;Rügen;6115;Mönchgut-Granitz;13061038;Sellin;2;2;2048;1116;54,5;2;1,8;98,2;22,5;35,7;24,9;10,9;2,4;2,6;0,6;0;0,4;x
A;61;Rügen;6115;Mönchgut-Granitz;13061040;Thiessow;1;1;392;297;75,8;1;10;287;58;137;65;9;10;7;x;x;x;1
P;61;Rügen;6115;Mönchgut-Granitz;13061040;Thiessow;1;1;392;297;75,8;1;3,4;96,6;20,2;47,7;22,6;3,1;3,5;2,4;x;x;x;0,3
A;61;Rügen;6115;Mönchgut-Granitz;13061040;Thiessow;1;1;392;297;75,8;2;9;288;57;118;66;25;12;7;0;0;3;x
P;61;Rügen;6115;Mönchgut-Granitz;13061040;Thiessow;1;1;392;297;75,8;2;3;97;19,8;41;22,9;8,7;4,2;2,4;0;0;1;x
A;61;Rügen;6115;Mönchgut-Granitz;13061044;Zirkow;1;1;567;331;58,4;1;8;323;77;156;65;8;11;6;x;x;x;0
P;61;Rügen;6115;Mönchgut-Granitz;13061044;Zirkow;1;1;567;331;58,4;1;2,4;97,6;23,8;48,3;20,1;2,5;3,4;1,9;x;x;x;0
A;61;Rügen;6115;Mönchgut-Granitz;13061044;Zirkow;1;1;567;331;58,4;2;12;319;75;120;66;36;11;8;1;1;1;x
P;61;Rügen;6115;Mönchgut-Granitz;13061044;Zirkow;1;1;567;331;58,4;2;3,6;96,4;23,5;37,6;20,7;11,3;3,4;2,5;0,3;0,3;0,3;x
A;61;Rügen;6115;Mönchgut-Granitz;13061715;Briefwahl Mönchgut-Granitz;1;1;0;518;0;1;3;515;121;224;109;20;26;11;x;x;x;4
P;61;Rügen;6115;Mönchgut-Granitz;13061715;Briefwahl Mönchgut-Granitz;1;1;0;518;0;1;0,6;99,4;23,5;43,5;21,2;3,9;5;2,1;x;x;x;0,8
A;61;Rügen;6115;Mönchgut-Granitz;13061715;Briefwahl Mönchgut-Granitz;1;1;0;518;0;2;2;516;112;192;126;44;27;10;1;2;2;x
P;61;Rügen;6115;Mönchgut-Granitz;13061715;Briefwahl Mönchgut-Granitz;1;1;0;518;0;2;0,4;99,6;21,7;37,2;24,4;8,5;5,2;1,9;0,2;0,4;0,4;x
A;61;Rügen;6118;Nord-Rügen;13061002;Altenkirchen;1;1;960;547;57;1;27;520;118;227;129;17;9;19;x;x;x;1
P;61;Rügen;6118;Nord-Rügen;13061002;Altenkirchen;1;1;960;547;57;1;4,9;95,1;22,7;43,7;24,8;3,3;1,7;3,7;x;x;x;0,2
A;61;Rügen;6118;Nord-Rügen;13061002;Altenkirchen;1;1;960;547;57;2;29;518;121;187;130;40;13;20;2;0;5;x
P;61;Rügen;6118;Nord-Rügen;13061002;Altenkirchen;1;1;960;547;57;2;5,3;94,7;23,4;36,1;25,1;7,7;2,5;3,9;0,4;0;1;x
A;61;Rügen;6118;Nord-Rügen;13061006;Breege;1;1;583;388;66,6;1;9;379;64;208;79;6;4;15;x;x;x;3
P;61;Rügen;6118;Nord-Rügen;13061006;Breege;1;1;583;388;66,6;1;2,3;97,7;16,9;54,9;20,8;1,6;1,1;4;x;x;x;0,8
A;61;Rügen;6118;Nord-Rügen;13061006;Breege;1;1;583;388;66,6;2;7;381;71;183;74;25;2;19;6;1;0;x
P;61;Rügen;6118;Nord-Rügen;13061006;Breege;1;1;583;388;66,6;2;1,8;98,2;18,6;48;19,4;6,6;0,5;5;1,6;0,3;0;x
